timestep,vehicle_count
0,4.005601699826154
1,3.8089446841898784
2,3.3555555555555556
3,3.3860257680872152
4,3.483246463142219
5,3.3965174129353235
6,3.4412935323383085
7,3.475597609561753
8,3.3453634085213033
9,3.235338345864662
10,3.331077694235589
11,3.401357124905755
12,3.294028340080972
13,3.3881932021466907
14,3.2974781266083375
15,3.284901758014478
16,3.2735554398750653
17,3.166536152440616
18,3.1429699842022116
19,3.09673168160253
20,3.2156084656084656
21,3.4113756613756614
22,3.3772486772486774
23,3.363756613756614
24,3.357936507936508
25,3.4833333333333334
26,3.4710875331564988
27,3.5384
28,3.612
29,3.5183008282126638
30,3.3536813922356092
31,3.256760374832664
32,3.112272240085745
33,3.217204301075269
34,3.1833872707659117
35,3.2545209176788124
36,3.140080971659919
37,3.201837341259119
38,3.1942406954631895
39,3.1908521644432346
40,3.1437158469945357
41,3.2191256830601094
42,3.103778751369113
43,3.165064542708047
44,3.190909090909091
45,3.384297520661157
46,3.404590707964602
47,3.375103734439834
48,3.3551867219917013
49,3.3662517289073306
50,3.2980316052120875
51,3.4455555555555555
52,3.43486750348675
53,3.297350069735007
54,3.264435146443515
55,3.3221757322175733
56,3.2326359832635982
57,3.083682008368201
58,3.109623430962343
59,3.0583310075355845
60,3.0067226890756302
61,3.1280539174389217
62,3.1615536166619758
63,3.175170068027211
64,3.1285106382978722
65,2.953758865248227
66,3.018894932722588
67,2.9060344827586206
68,2.9925287356321837
69,3.075287356321839
70,3.12183908045977
71,3.1382183908045977
72,3.2101324122049513
73,3.087460179554011
74,3.019710144927536
75,3.0356521739130433
76,3.1072986333236408
77,2.95254730713246
78,2.973216885007278
79,2.7749636098981076
80,2.6497816593886463
81,2.53189630061171
82,2.6301610541727674
83,2.686049926578561
84,2.6794342958161463
85,2.774336283185841
86,2.764896755162242
87,2.8775872264931994
88,2.9137313432835823
89,2.8563253012048193
90,2.790648567119155
91,2.780392156862745
92,2.9875795213571643
93,2.9443254817987152
94,2.937941628264209
95,3.0663170882171498
96,3.047752808988764
97,2.9737089201877933
98,2.964846202134338
99,2.9012578616352203
100,2.9852201257861637
101,3.050724637681159
102,2.7816745655608215
103,2.7041174593041815
104,2.704406561595368
105,2.6579457364341086
106,2.581229773462783
107,2.571799870045484
108,2.596422764227642
109,2.564489661962586
110,2.610152621101526
111,2.428811282740094
112,2.543097643097643
113,2.5245791245791245
114,2.6316498316498316
115,2.4792859548669584
116,2.6126736699423923
117,2.7391896493020087
118,2.715897435897436
119,2.7444330250085645
120,2.8237113402061857
121,2.837121212121212
122,2.8487046632124353
123,2.8782006920415224
124,2.772222222222222
125,2.754513888888889
126,2.6965589155370178
127,2.7260034904013963
128,2.5422066549912437
129,2.5098245614035086
130,2.509122807017544
131,2.404561403508772
132,2.282448118185016
133,2.472310405643739
134,2.4585537918871254
135,2.562257495590829
136,2.5259992925362575
137,2.560427807486631
138,2.5122994652406416
139,2.552584670231729
140,2.5856887298747764
141,2.69247311827957
142,2.685663082437276
143,2.6688172043010754
144,2.688984881209503
145,2.6353153153153155
146,2.5754954954954954
147,2.5308108108108107
148,2.6738738738738737
149,2.6742342342342345
150,2.5443358668114366
151,2.5073260073260073
152,2.486943729312247
153,2.4048148148148147
154,2.2933333333333334
155,2.426296296296296
156,2.2933283637718973
157,2.3662921348314607
158,2.3607049118860144
159,2.4482109227871938
160,2.569114877589454
161,2.5084745762711864
162,2.414312617702448
163,2.393973634651601
164,2.3717514124293784
165,2.4365348399246702
166,2.425235404896422
167,2.3472693032015064
168,2.449717514124294
169,2.440677966101695
170,2.4305084745762713
171,2.424482109227872
172,2.5163841807909604
173,2.4512241054613937
174,2.4911487758945388
175,2.3796366389099166
176,2.433712121212121
177,2.378030303030303
178,2.1761363636363638
179,2.2916666666666665
180,2.158333333333333
181,2.0973484848484847
182,2.1484848484848484
183,2.226646248085758
184,2.2375478927203063
185,2.324904214559387
186,2.2693486590038314
187,2.256704980842912
188,2.2091954022988505
189,2.224904214559387
190,2.335632183908046
191,2.302298850574713
192,2.371647509578544
193,2.3620689655172415
194,2.391954022988506
195,2.5272030651340995
196,2.5452801227935535
197,2.4177263969171485
198,2.3421965317919073
199,2.414258188824663
200,2.4061051004636784
201,2.230232558139535
202,2.1565891472868217
203,2.210526315789474
204,2.218737749901999
205,2.4047058823529412
206,2.296470588235294
207,2.2949019607843137
208,2.2337254901960786
209,2.1862745098039214
210,2.163529411764706
211,2.17921568627451
212,2.236470588235294
213,2.2337254901960786
214,2.260204081632653
215,2.3151873767258384
216,2.214172604908947
217,2.3515873015873017
218,2.255952380952381
219,2.2503968253968254
220,2.198809523809524
221,2.216699801192843
222,2.4063872255489023
223,2.4582834331337327
224,2.4407185628742516
225,2.4211576846307383
226,2.425948103792415
227,2.2582834331337325
228,2.2179640718562874
229,2.2499001996007983
230,2.345708582834331
231,2.3572854291417165
232,2.4686626746506986
233,2.357684630738523
234,2.2395209580838324
235,2.3469061876247506
236,2.390818363273453
237,2.384431137724551
238,2.510595761695322
239,2.6333333333333333
240,2.563453815261044
241,2.6182622687047465
242,2.581010101010101
243,2.6222222222222222
244,2.6585858585858584
245,2.5785858585858588
246,2.5046464646464646
247,2.452121212121212
248,2.381818181818182
249,2.4024242424242424
250,2.2751515151515154
251,2.252121212121212
252,2.1572352465642686
253,2.090650406504065
254,2.1089430894308943
255,2.1202453987730063
256,2.005761316872428
257,2.108641975308642
258,2.202880658436214
259,2.131275720164609
260,2.1907514450867054
261,2.2306418219461697
262,2.0786749482401654
263,2.1608478802992517
264,2.0742138364779876
265,2.140880503144654
266,2.159695817490494
267,2.03102422439439
268,2.088034188034188
269,2.0730769230769233
270,2.244017094017094
271,2.168597168597169
272,2.137204301075269
273,2.045591397849462
274,1.9900690846286702
275,2.0476190476190474
276,2.0086918730986527
277,2.016557734204793
278,1.99520697167756
279,2.0688453159041393
280,2.081917211328976
281,2.1703703703703705
282,2.189542483660131
283,2.2941176470588234
284,2.203050108932462
285,2.2139433551198255
286,2.2143790849673204
287,2.0806100217864922
288,2.0758169934640525
289,2.1012269938650308
290,2.156140350877193
291,2.0820175438596493
292,2.3048245614035086
293,2.191666666666667
294,2.243859649122807
295,2.3714912280701754
296,2.305263157894737
297,2.1548245614035086
298,2.0285087719298245
299,2.045175438596491
300,2.1653508771929824
301,2.036842105263158
302,2.109938434476693
303,2.183222958057395
304,2.240176600441501
305,2.278587196467991
306,2.3311258278145695
307,2.214569536423841
308,2.3020879609062637
309,2.2008032128514055
310,2.1400447427293066
311,2.2451901565995525
312,2.19910514541387
313,2.2277404921700223
314,2.1968680089485457
315,2.0604026845637584
316,2.2090827338129495
317,2.0963963963963965
318,2.1765765765765765
319,2.1345372460496614
320,2.024489795918367
321,2.0100182149362475
322,1.8808219178082193
323,1.791324200913242
324,1.8625570776255709
325,1.8899543378995434
326,1.965296803652968
327,2.004109589041096
328,1.9812098991750688
329,1.9516129032258065
330,1.94
331,1.8685314685314685
332,1.9533799533799534
333,1.8708624708624708
334,1.833100233100233
335,1.827328029948526
336,2.772020725388601
337,3.1002331002331003
338,3.2760233918128656
339,3.1801169590643275
340,3.231578947368421
341,3.1497076023391815
342,3.1801169590643275
343,3.343859649122807
344,3.23859649122807
345,3.048520710059172
346,3.0036363636363634
347,2.7636363636363637
348,2.807272727272727
349,2.5927272727272728
350,2.5090909090909093
351,2.96
352,2.92
353,3.0157575757575756
354,3.041212121212121
355,2.9927272727272727
356,2.9575757575757575
357,3.1187878787878787
358,3.0085054678007292
359,3.22962962962963
360,3.2876543209876545
361,3.4
362,3.393827160493827
363,3.434567901234568
364,3.3740740740740742
365,3.342398022249691
366,3.249056603773585
367,3.5341772151898736
368,3.2115384615384617
369,3.2666666666666666
370,3.1256410256410256
371,2.9153846153846152
372,2.9641025641025642
373,2.8576923076923078
374,3.023076923076923
375,3.2102564102564104
376,3.109517601043025
377,3.342483660130719
378,3.1673202614379083
379,3.122875816993464
380,3.30718954248366
381,3.481045751633987
382,3.3529411764705883
383,3.369934640522876
384,3.5084967320261438
385,3.4562091503267975
386,3.796078431372549
387,3.589542483660131
388,3.5084967320261438
389,3.422222222222222
390,3.418086500655308
391,3.518666666666667
392,3.2666666666666666
393,3.3093333333333335
394,3.2306666666666666
395,2.9879518072289155
396,2.968707482993197
397,3.016326530612245
398,3.160544217687075
399,3.0598639455782313
400,3.0816326530612246
401,3.1809523809523808
402,3.220408163265306
403,3.291156462585034
404,3.3224489795918366
405,3.3170068027210884
406,3.2476190476190476
407,3.269387755102041
408,2.873469387755102
409,2.946938775510204
410,3.0040816326530613
411,3.1578231292517005
412,3.234013605442177
413,3.4725274725274726
414,3.3805555555555555
415,3.5722222222222224
416,3.6125
417,3.524011299435028
418,3.232091690544413
419,3.06231884057971
420,3.0014492753623188
421,2.9855072463768115
422,2.8192419825072887
423,3.042962962962963
424,3.2311111111111113
425,3.194074074074074
426,3.357037037037037
427,3.2755555555555556
428,3.2785185185185184
429,3.3762962962962964
430,3.1214814814814815
431,3.5214814814814814
432,3.5614814814814815
433,3.5985185185185187
434,3.7496296296296294
435,3.859304084720121
436,3.8363636363636364
437,3.9242424242424243
438,3.709090909090909
439,3.463636363636364
440,3.2333333333333334
441,3.1196969696969696
442,2.8575757575757574
443,3.2848484848484847
444,3.1636363636363636
445,3.253030303030303
446,3.3015151515151517
447,3.562121212121212
448,3.696969696969697
449,3.631818181818182
450,3.4424242424242424
451,3.286363636363636
452,3.128787878787879
453,3.1515151515151514
454,2.984848484848485
455,3.3696969696969696
456,3.040909090909091
457,2.9585253456221197
458,3.1689922480620156
459,3.4186046511627906
460,3.294573643410853
461,3.437209302325581
462,3.4434108527131784
463,3.3007751937984495
464,3.533333333333333
465,3.062015503875969
466,2.694704049844237
467,2.6260162601626016
468,2.513821138211382
469,2.9252032520325204
470,2.6926829268292685
471,2.9289256198347107
472,3.0316666666666667
473,2.99
474,2.921666666666667
475,3.1
476,3.0638655462184876
477,3.229059829059829
478,3.0017094017094017
479,2.925217391304348
480,3.9628099173553717
481,4.446153846153846
482,4.615384615384615
483,4.933333333333334
484,5.271794871794872
485,5.62051282051282
486,5.251282051282051
487,5.333333333333333
488,5.717948717948718
489,4.512820512820513
490,4.779487179487179
491,5.333333333333333
492,5.123076923076923
493,4.790575916230367
494,3.9944444444444445
495,4.261111111111111
496,4.288888888888889
497,4.2444444444444445
498,4.133333333333334
499,4.372222222222222
500,4.527777777777778
501,3.861111111111111
502,3.8055555555555554
503,3.9444444444444446
504,4.189655172413793
505,3.303030303030303
506,3.703030303030303
507,3.909090909090909
508,3.7454545454545456
509,4.315151515151515
510,4.290909090909091
511,4.266666666666667
512,3.824242424242424
513,4.024242424242424
514,4.260606060606061
515,3.6484848484848484
516,4.048484848484849
517,4.290909090909091
518,4.612121212121212
519,4.818181818181818
520,4.181818181818182
521,4.2727272727272725
522,3.8
523,4.551515151515152
524,4.515151515151516
525,4.581818181818182
526,4.6909090909090905
527,4.412121212121212
528,4.321212121212121
529,3.466666666666667
530,3.418181818181818
531,3.878787878787879
532,4.2
533,5.042424242424242
534,4.921212121212121
535,4.7272727272727275
536,4.915151515151515
537,3.6666666666666665
538,3.6484848484848484
539,3.8727272727272726
540,4.575757575757576
541,4.915151515151515
542,4.618181818181818
543,4.83030303030303
544,4.612121212121212
545,5.20125786163522
546,5.166666666666667
547,4.296296296296297
548,4.392592592592592
549,3.437037037037037
550,3.9555555555555557
551,3.7925925925925927
552,3.437037037037037
553,3.0444444444444443
554,3.2666666666666666
555,3.3407407407407406
556,3.7333333333333334
557,4.24031007751938
558,5.358333333333333
559,5.153153153153153
560,5.0285714285714285
561,4.9714285714285715
562,3.638095238095238
563,3.4095238095238094
564,3.3333333333333335
565,3.3
566,3.7976190476190474
567,3.546666666666667
568,4.1466666666666665
569,3.76
570,3.96
571,3.7066666666666666
572,3.2133333333333334
573,2.6666666666666665
574,3.28
575,2.796875
576,2.0
577,1.8541666666666667
578,2.6444444444444444
579,2.2888888888888888
580,2.111111111111111
581,2.511111111111111
582,3.5555555555555554
583,3.888888888888889
584,5.633333333333334
585,3.6666666666666665
586,1.6666666666666667
587,1.2333333333333334
588,1.5333333333333334
589,2.7666666666666666
590,5.333333333333333
591,4.8
592,4.5
593,5.433333333333334
594,6.1
595,4.066666666666666
596,4.933333333333334
597,5.333333333333333
598,4.733333333333333
599,5.133333333333334
600,5.933333333333334
601,5.066666666666666
602,5.133333333333334
603,4.666666666666667
604,4.066666666666666
605,5.2
606,6.766666666666667
607,4.666666666666667
608,2.2666666666666666
609,2.533333333333333
610,3.0
611,1.9
612,2.2333333333333334
613,4.066666666666666
614,4.433333333333334
615,4.866666666666666
616,4.733333333333333
617,5.3
618,5.166666666666667
619,6.1
620,5.133333333333334
621,5.433333333333334
622,4.966666666666667
623,5.433333333333334
624,4.7
625,5.1
626,4.366666666666666
627,4.133333333333334
628,5.0
629,5.133333333333334
630,5.4
631,3.6
632,7.2
633,1.5333333333333334
634,1.1333333333333333
635,0.5333333333333333
636,3.2666666666666666
637,4.933333333333334
638,9.333333333333334
639,8.466666666666667
640,8.133333333333333
641,8.266666666666667
642,7.666666666666667
643,6.6
644,5.2
645,6.066666666666666
646,6.6
647,7.8
648,6.0
649,5.2
650,4.2
651,4.533333333333333
652,6.8
653,6.6
654,6.6
655,5.133333333333334
656,5.0
657,3.2666666666666666
658,3.066666666666667
659,1.3333333333333333
660,0.4
661,3.8
662,5.733333333333333
663,6.266666666666667
664,7.866666666666666
665,6.866666666666666
666,6.5
